หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
5408A012,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ประปา,04,คลองกระแชงเตย,คลองสวน,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,,,29/4/2554 0:00:00,5/5/2554 0:00:00,97.00,90.00,10.00,,27.50,150,,,,WGS84,47,P,707543,1511968,13.66924116,100.9188247,อนุมัติ
5408A013,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านเกาะแก้ว,7,เกาะแก้ว,บางพลีน้อย,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,10/6/2554 0:00:00,13/6/2554 0:00:00,121.00,120.00,10.00,,20.00,150,,,,WGS84,47,P,706127,1504363,13.60061395,100.9051871,อนุมัติ
5408A014,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านสร้างบุญ  หมู่ 6,,,เปร็ง,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,,,16/6/2554 0:00:00,19/6/2554 0:00:00,109.00,106.00,20.00,,19.50,150,,,,Indian 1954,47,P,702942,1511699,13.66713567,100.8762835,อนุมัติ
5408A015,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านคอลาด    หมู่  10,,,บางบ่อ,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,22/6/2554 0:00:00,25/6/2554 0:00:00,112.00,109.00,20.00,,20.50,150,,,,Indian 1954,47,P,703081,1510249,13.65402176,100.8774644,อนุมัติ
5408A016,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,โรงเรียนคลองกระแชงเตย   หมู่ 5,,,คลองสวน,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,28/6/2554 0:00:00,1/7/2554 0:00:00,105.00,102.00,10.00,,21.50,150,,,,Indian 1954,47,P,706564,1510237,13.65366766,100.909651,อนุมัติ
5408A017,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านปลัดสาย  หมู่  7,,,คลองสวน,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,,,4/7/2554 0:00:00,7/7/2554 0:00:00,113.00,111.00,10.00,,39.00,150,,,,Indian 1954,47,P,709592,1509828,13.64975456,100.9376029,อนุมัติ
5408A018,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,โรงประปา บ้านคลองกระแชงเตย หมู่ 3,,,คลองสวน,บางบ่อ,สมุทรปราการ,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),10/7/2554 0:00:00,13/7/2554 0:00:00,95.00,90.00,10.00,,27.90,150,,,,Indian 1954,47,P,707629,1512266,13.65882701,100.9238419,อนุมัติ
5408A019,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านปลายคลองตาปลั่ง,4,ปลายคลองตาปลั่ง,บ้านแพ้ว,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,19/8/2554 0:00:00,27/8/2554 0:00:00,202.00,202.00,15.00,,55.50,150,,,,Indian 1954,47,P,618747,1507590,13.63465718,100.0978308,อนุมัติ
5408A020,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านหนองนกไข่,7,หนองนกไข่,หลักสาม,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,29/8/2554 0:00:00,5/9/2554 0:00:00,180.00,176.00,15.00,,70.00,150,,,,Indian 1954,47,P,620520,1499919,13.56523401,100.113896,อนุมัติ
5408A021,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,วัดบางยาง บ้านบางยาว,1,ปากคลองบางยาง,บางยาง,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,7/9/2554 0:00:00,14/9/2554 0:00:00,183.00,183.00,12.00,,52.50,150,,,,Indian 1954,47,P,630565,1508631,13.64356143,100.2071211,อนุมัติ
5408B009,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ระบบประปาหมู่บ้าน,2,กลางคลองเจ็ดริ้ว,เจ็ดริ้ว,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,2/2/2554 0:00:00,8/2/2554 0:00:00,120.00,109.80,20.00,,20.00,150,,,,WGS84,47,P,623366,1508352,13.64135371,100.1405612,อนุมัติ
5408B010,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านคลองตาปลั่ง,5,กลางคลองตาปลั่ง,บ้านแพ้ว,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,9/2/2554 0:00:00,15/2/2554 0:00:00,110.00,109.30,22.00,,39.00,150,,,,WGS84,47,P,620518,1505571,13.61633144,100.1141162,อนุมัติ
5408B015,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ร.ร.บ้านปล่องเหลี่ยม,10,อ่าวกระบือ,ท่าไม้,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,25/12/2553 0:00:00,1/1/2554 0:00:00,190.00,187.00,15.00,,51.00,150,,,,WGS84,47,P,634557,1511299,13.66749833,100.244149,อนุมัติ
5408B016,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ร.ร.วัดหลักสี่พิพัฒน์ราษฎรณ์อุปถัมภ์,02,หลักสี่,ยกกระบัตร,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,27/11/2553 0:00:00,4/12/2553 0:00:00,120.00,119.00,10.00,,34.00,150,,,,WGS84,47,P,616625,1500541,13.57101532,100.0779268,อนุมัติ
5408B018,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ร.ร.วัดสามัคคัศรัทธาราม,3,โกรกกรากใน,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,6/2/2554 0:00:00,19/2/2554 0:00:00,216.00,202.00,15.00,,60.00,150,,,,WGS84,47,P,638535,1496114,13.53003835,100.2801866,อนุมัติ
5408B020,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ระบบประปาหมู่้บ้้าน บ้านหนองนกไข่,05,วัดหนองนกไข่,หนองนกไข่,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,19/8/2554 0:00:00,26/8/2554 0:00:00,200.00,198.90,20.00,,55.00,150,,,,Indian 1954,47,P,622942,1511005,,,อนุมัติ
5408B021,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านคลองนางนม,6,คลองนางนม,หนองนกไข่,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,,,27/8/2554 0:00:00,3/9/2554 0:00:00,162.00,160.00,20.00,,47.00,150,,,,Indian 1954,47,P,628246,1511194,13.66683501,100.1858002,อนุมัติ
5408B022,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ระบบประปาหมู่บ้าน คลองแนวนิยม,7,คลองแนวนิยม,หนองนกไข่,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),4/9/2554 0:00:00,11/9/2554 0:00:00,176.00,176.00,22.00,,49.00,150,,,,Indian 1954,47,P,629433,1511517,13.66970229,100.1967886,อนุมัติ
5408B023,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,ระบบประปาหมู่บ้าน บ้านต้นไทร,08,ไทรทอง,บ้านแพ้ว,บ้านแพ้ว,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,12/9/2554 0:00:00,19/9/2554 0:00:00,176.00,176.00,25.00,,52.00,150,,,,Indian 1954,47,P,616499,1504700,,,อนุมัติ
5408ฺ021,2554,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 8,บ้านคลองนางนม,6,คลองนางนม,หนองนกไข่,กระทุ่มแบน,สมุทรสาคร,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),27/8/2554 0:00:00,3/9/2554 0:00:00,162.00,162.00,20.00,,47.00,150,,,,Indian 1954,47,P,628246,1511194,13.66683501,100.1858002,อนุมัติ
5502A016,2555,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 2,มัสยิดแก้วนิมิตร,,,คลองหนึ่ง,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),1/5/2555 0:00:00,8/5/2555 0:00:00,150.00,138.00,20.00,10.00,22.00,150,10.00,42.00,,WGS84,47,P,674838,1551781,14.03124613,100.6190362,อนุมัติ
